Provider Number,Condition,Score
241318,Heart Attack or Chest Pain Process of Care Measures,100
421301,Heart Failure Process of Care Measures,86
420033,Heart Attack or Chest Pain Process of Care Measures,100
180105,Heart Attack or Chest Pain Process of Care Measures,N/A
300014,Heart Failure Process of Care Measures,100
10145,Heart Attack or Chest Pain Process of Care Measures,N/A
261312,Pneumonia Process of Care Measures,100
150157,Heart Failure Process of Care Measures,100
260179,Pneumonia Process of Care Measures,100
50551,Heart Attack or Chest Pain Process of Care Measures,91
450035,Heart Attack or Chest Pain Process of Care Measures,100
410013,Heart Failure Process of Care Measures,92
520100,Heart Attack or Chest Pain Process of Care Measures,N/A
150002,Heart Attack or Chest Pain Process of Care Measures,92
420068,Heart Failure Process of Care Measures,99
380056,Surgical Care Improvement Project Process of Care Measures,98
100105,Surgical Care Improvement Project Process of Care Measures,87
60031,Heart Attack or Chest Pain Process of Care Measures,98
10049,Pneumonia Process of Care Measures,100
110026,Surgical Care Improvement Project Process of Care Measures,0
140185,Surgical Care Improvement Project Process of Care Measures,95
190125,Heart Failure Process of Care Measures,100
260183,Pneumonia Process of Care Measures,97
510023,Heart Attack or Chest Pain Process of Care Measures,82
430089,Heart Attack or Chest Pain Process of Care Measures,N/A
40062,Pneumonia Process of Care Measures,94
451305,Pneumonia Process of Care Measures,N/A
330208,Heart Attack or Chest Pain Process of Care Measures,98
521341,Surgical Care Improvement Project Process of Care Measures,87
51319,Heart Attack or Chest Pain Process of Care Measures,N/A
161360,Surgical Care Improvement Project Process of Care Measures,N/A
150176,Surgical Care Improvement Project Process of Care Measures,100
331304,Surgical Care Improvement Project Process of Care Measures,N/A
351330,Heart Failure Process of Care Measures,100
240022,Heart Failure Process of Care Measures,100
310009,Heart Attack or Chest Pain Process of Care Measures,100
33015F,Pneumonia Process of Care Measures,100
370215,Surgical Care Improvement Project Process of Care Measures,99
521325,Pneumonia Process of Care Measures,97
250126,Heart Attack or Chest Pain Process of Care Measures,N/A
501318,Heart Failure Process of Care Measures,67
221300,Heart Attack or Chest Pain Process of Care Measures,N/A
151325,Heart Failure Process of Care Measures,81
250097,Heart Failure Process of Care Measures,82
310064,Pneumonia Process of Care Measures,95
450801,Pneumonia Process of Care Measures,95
50133,Pneumonia Process of Care Measures,98
150042,Surgical Care Improvement Project Process of Care Measures,94
190005,Surgical Care Improvement Project Process of Care Measures,86
400028,Surgical Care Improvement Project Process of Care Measures,N/A
380060,Surgical Care Improvement Project Process of Care Measures,100
361326,Heart Attack or Chest Pain Process of Care Measures,100
140046,Pneumonia Process of Care Measures,100
50195,Pneumonia Process of Care Measures,99
360054,Surgical Care Improvement Project Process of Care Measures,99
50300,Surgical Care Improvement Project Process of Care Measures,98
450774,Surgical Care Improvement Project Process of Care Measures,95
171383,Surgical Care Improvement Project Process of Care Measures,100
520205,Surgical Care Improvement Project Process of Care Measures,100
360051,Pneumonia Process of Care Measures,86
501315,Heart Attack or Chest Pain Process of Care Measures,N/A
150065,Pneumonia Process of Care Measures,100
500031,Surgical Care Improvement Project Process of Care Measures,N/A
330044,Surgical Care Improvement Project Process of Care Measures,100
171373,Heart Failure Process of Care Measures,100
100043,Heart Attack or Chest Pain Process of Care Measures,N/A
10149,Heart Failure Process of Care Measures,100
30114,Surgical Care Improvement Project Process of Care Measures,100
300020,Heart Failure Process of Care Measures,99
370201,Surgical Care Improvement Project Process of Care Measures,97
430094,Surgical Care Improvement Project Process of Care Measures,89
200001,Pneumonia Process of Care Measures,96
50435,Surgical Care Improvement Project Process of Care Measures,N/A
440153,Pneumonia Process of Care Measures,99
50726,Pneumonia Process of Care Measures,N/A
70004,Surgical Care Improvement Project Process of Care Measures,100
230029,Surgical Care Improvement Project Process of Care Measures,99
100176,Heart Attack or Chest Pain Process of Care Measures,99
510039,Surgical Care Improvement Project Process of Care Measures,N/A
120010,Surgical Care Improvement Project Process of Care Measures,98
111314,Heart Attack or Chest Pain Process of Care Measures,N/A
100014,Surgical Care Improvement Project Process of Care Measures,92
50701,Heart Attack or Chest Pain Process of Care Measures,25
111315,Surgical Care Improvement Project Process of Care Measures,N/A
420069,Pneumonia Process of Care Measures,83
10164,Heart Failure Process of Care Measures,98
40084,Surgical Care Improvement Project Process of Care Measures,97
30108,Pneumonia Process of Care Measures,N/A
360230,Heart Attack or Chest Pain Process of Care Measures,N/A
100157,Heart Attack or Chest Pain Process of Care Measures,91
440084,Surgical Care Improvement Project Process of Care Measures,77
370158,Surgical Care Improvement Project Process of Care Measures,N/A
451342,Surgical Care Improvement Project Process of Care Measures,N/A
50586,Surgical Care Improvement Project Process of Care Measures,100
23037F,Heart Attack or Chest Pain Process of Care Measures,N/A
440111,Surgical Care Improvement Project Process of Care Measures,71
281331,Surgical Care Improvement Project Process of Care Measures,N/A
450293,Pneumonia Process of Care Measures,100
370004,Pneumonia Process of Care Measures,99
100017,Heart Attack or Chest Pain Process of Care Measures,N/A
180011,Heart Attack or Chest Pain Process of Care Measures,N/A
50552,Heart Attack or Chest Pain Process of Care Measures,N/A
30078,Heart Attack or Chest Pain Process of Care Measures,N/A
220063,Surgical Care Improvement Project Process of Care Measures,98
450894,Surgical Care Improvement Project Process of Care Measures,79
450224,Heart Attack or Chest Pain Process of Care Measures,100
140058,Surgical Care Improvement Project Process of Care Measures,96
370037,Pneumonia Process of Care Measures,98
10047,Pneumonia Process of Care Measures,79
180149,Surgical Care Improvement Project Process of Care Measures,N/A
510038,Heart Attack or Chest Pain Process of Care Measures,100
140148,Heart Attack or Chest Pain Process of Care Measures,99
161303,Heart Attack or Chest Pain Process of Care Measures,N/A
140185,Heart Attack or Chest Pain Process of Care Measures,99
30067,Pneumonia Process of Care Measures,84
41330,Heart Failure Process of Care Measures,92
260183,Heart Attack or Chest Pain Process of Care Measures,100
340113,Heart Attack or Chest Pain Process of Care Measures,98
33013F,Heart Attack or Chest Pain Process of Care Measures,N/A
450894,Pneumonia Process of Care Measures,N/A
520034,Pneumonia Process of Care Measures,100
531310,Pneumonia Process of Care Measures,100
100142,Surgical Care Improvement Project Process of Care Measures,82
340038,Heart Attack or Chest Pain Process of Care Measures,93
110163,Heart Attack or Chest Pain Process of Care Measures,100
450571,Pneumonia Process of Care Measures,99
260032,Pneumonia Process of Care Measures,92
360068,Surgical Care Improvement Project Process of Care Measures,89
360159,Heart Attack or Chest Pain Process of Care Measures,N/A
370001,Heart Attack or Chest Pain Process of Care Measures,N/A
261318,Surgical Care Improvement Project Process of Care Measures,N/A
160110,Heart Attack or Chest Pain Process of Care Measures,100
140032,Heart Attack or Chest Pain Process of Care Measures,100
450596,Surgical Care Improvement Project Process of Care Measures,97
440015,Heart Failure Process of Care Measures,100
140082,Surgical Care Improvement Project Process of Care Measures,100
500016,Heart Failure Process of Care Measures,96
190202,Surgical Care Improvement Project Process of Care Measures,79
450299,Surgical Care Improvement Project Process of Care Measures,93
310070,Heart Failure Process of Care Measures,99
220001,Heart Attack or Chest Pain Process of Care Measures,N/A
340061,Heart Attack or Chest Pain Process of Care Measures,100
230270,Pneumonia Process of Care Measures,100
110071,Surgical Care Improvement Project Process of Care Measures,38
450565,Heart Failure Process of Care Measures,74
500001,Heart Attack or Chest Pain Process of Care Measures,0
261314,Pneumonia Process of Care Measures,100
50127,Surgical Care Improvement Project Process of Care Measures,100
100180,Pneumonia Process of Care Measures,98
330202,Surgical Care Improvement Project Process of Care Measures,99
670050,Surgical Care Improvement Project Process of Care Measures,N/A
271321,Surgical Care Improvement Project Process of Care Measures,N/A
101307,Heart Attack or Chest Pain Process of Care Measures,N/A
230022,Heart Attack or Chest Pain Process of Care Measures,10
50573,Surgical Care Improvement Project Process of Care Measures,99
150102,Surgical Care Improvement Project Process of Care Measures,80
171341,Pneumonia Process of Care Measures,70
500036,Pneumonia Process of Care Measures,100
220008,Surgical Care Improvement Project Process of Care Measures,96
30006,Heart Attack or Chest Pain Process of Care Measures,N/A
450563,Pneumonia Process of Care Measures,92
450591,Surgical Care Improvement Project Process of Care Measures,99
60003,Pneumonia Process of Care Measures,87
241322,Pneumonia Process of Care Measures,50
50488,Heart Attack or Chest Pain Process of Care Measures,100
281315,Pneumonia Process of Care Measures,100
170198,Pneumonia Process of Care Measures,N/A
90008,Heart Attack or Chest Pain Process of Care Measures,0
380027,Heart Attack or Chest Pain Process of Care Measures,N/A
450690,Pneumonia Process of Care Measures,88
470012,Pneumonia Process of Care Measures,96
330013,Heart Attack or Chest Pain Process of Care Measures,N/A
450293,Heart Failure Process of Care Measures,80
400004,Heart Attack or Chest Pain Process of Care Measures,100
330246,Heart Failure Process of Care Measures,100
181302,Pneumonia Process of Care Measures,80
390318,Pneumonia Process of Care Measures,100
141348,Heart Failure Process of Care Measures,100
450283,Surgical Care Improvement Project Process of Care Measures,N/A
450010,Heart Failure Process of Care Measures,100
400130,Surgical Care Improvement Project Process of Care Measures,N/A
520138,Pneumonia Process of Care Measures,98
190002,Heart Attack or Chest Pain Process of Care Measures,N/A
380102,Surgical Care Improvement Project Process of Care Measures,99
340013,Surgical Care Improvement Project Process of Care Measures,N/A
330372,Pneumonia Process of Care Measures,95
50047,Pneumonia Process of Care Measures,100
10050,Heart Attack or Chest Pain Process of Care Measures,N/A
361323,Pneumonia Process of Care Measures,93
330136,Heart Attack or Chest Pain Process of Care Measures,N/A
450192,Surgical Care Improvement Project Process of Care Measures,89
440091,Surgical Care Improvement Project Process of Care Measures,100
400121,Surgical Care Improvement Project Process of Care Measures,N/A
171373,Surgical Care Improvement Project Process of Care Measures,100
150157,Surgical Care Improvement Project Process of Care Measures,100
