Provider Number,Condition,Score
100232,Hospital Process of Care Measures,36
100234,Hospital Process of Care Measures,N/A
100236,Hospital Process of Care Measures,N/A
100238,Hospital Process of Care Measures,N/A
100239,Hospital Process of Care Measures,N/A
100240,Hospital Process of Care Measures,N/A
100242,Hospital Process of Care Measures,N/A
100243,Hospital Process of Care Measures,N/A
100244,Hospital Process of Care Measures,N/A
100246,Hospital Process of Care Measures,N/A
100248,Hospital Process of Care Measures,N/A
100249,Hospital Process of Care Measures,19
100252,Hospital Process of Care Measures,24
100253,Hospital Process of Care Measures,N/A
100254,Hospital Process of Care Measures,N/A
100255,Hospital Process of Care Measures,N/A
100256,Hospital Process of Care Measures,N/A
100258,Hospital Process of Care Measures,N/A
100259,Hospital Process of Care Measures,14
100260,Hospital Process of Care Measures,16
100264,Hospital Process of Care Measures,N/A
100265,Hospital Process of Care Measures,N/A
100266,Hospital Process of Care Measures,N/A
100267,Hospital Process of Care Measures,N/A
100268,Hospital Process of Care Measures,N/A
100269,Hospital Process of Care Measures,N/A
100275,Hospital Process of Care Measures,N/A
100276,Hospital Process of Care Measures,N/A
100281,Hospital Process of Care Measures,N/A
100284,Hospital Process of Care Measures,N/A
100285,Hospital Process of Care Measures,N/A
100286,Hospital Process of Care Measures,N/A
100287,Hospital Process of Care Measures,N/A
100288,Hospital Process of Care Measures,57
100289,Hospital Process of Care Measures,N/A
100290,Hospital Process of Care Measures,N/A
100291,Hospital Process of Care Measures,N/A
100292,Hospital Process of Care Measures,28
100296,Hospital Process of Care Measures,26
100299,Hospital Process of Care Measures,N/A
100302,Hospital Process of Care Measures,N/A
100307,Hospital Process of Care Measures,N/A
101300,Hospital Process of Care Measures,N/A
101312,Hospital Process of Care Measures,N/A
101313,Hospital Process of Care Measures,30
110001,Hospital Process of Care Measures,N/A
110002,Hospital Process of Care Measures,100
110003,Hospital Process of Care Measures,36
110004,Hospital Process of Care Measures,31
110005,Hospital Process of Care Measures,59
110006,Hospital Process of Care Measures,N/A
110007,Hospital Process of Care Measures,N/A
110008,Hospital Process of Care Measures,N/A
110010,Hospital Process of Care Measures,N/A
110011,Hospital Process of Care Measures,N/A
110015,Hospital Process of Care Measures,N/A
110016,Hospital Process of Care Measures,N/A
110018,Hospital Process of Care Measures,30
110023,Hospital Process of Care Measures,N/A
110024,Hospital Process of Care Measures,N/A
110025,Hospital Process of Care Measures,N/A
110026,Hospital Process of Care Measures,N/A
110027,Hospital Process of Care Measures,15
110028,Hospital Process of Care Measures,N/A
110029,Hospital Process of Care Measures,N/A
110030,Hospital Process of Care Measures,N/A
110031,Hospital Process of Care Measures,21
110032,Hospital Process of Care Measures,N/A
110034,Hospital Process of Care Measures,N/A
110035,Hospital Process of Care Measures,N/A
110036,Hospital Process of Care Measures,N/A
110038,Hospital Process of Care Measures,N/A
110039,Hospital Process of Care Measures,N/A
110040,Hospital Process of Care Measures,45
110041,Hospital Process of Care Measures,N/A
110042,Hospital Process of Care Measures,N/A
110043,Hospital Process of Care Measures,N/A
110044,Hospital Process of Care Measures,50
110045,Hospital Process of Care Measures,27
110046,Hospital Process of Care Measures,14
110050,Hospital Process of Care Measures,55
110051,Hospital Process of Care Measures,57
110054,Hospital Process of Care Measures,N/A
110059,Hospital Process of Care Measures,30
110064,Hospital Process of Care Measures,177
110069,Hospital Process of Care Measures,N/A
110071,Hospital Process of Care Measures,11
110073,Hospital Process of Care Measures,40
110074,Hospital Process of Care Measures,N/A
110075,Hospital Process of Care Measures,24
110076,Hospital Process of Care Measures,N/A
110078,Hospital Process of Care Measures,N/A
110079,Hospital Process of Care Measures,N/A
110082,Hospital Process of Care Measures,N/A
110083,Hospital Process of Care Measures,N/A
110086,Hospital Process of Care Measures,N/A
110087,Hospital Process of Care Measures,16
110089,Hospital Process of Care Measures,26
110091,Hospital Process of Care Measures,24
110092,Hospital Process of Care Measures,56
110095,Hospital Process of Care Measures,N/A
110100,Hospital Process of Care Measures,45
110101,Hospital Process of Care Measures,N/A
110104,Hospital Process of Care Measures,69
110105,Hospital Process of Care Measures,36
110107,Hospital Process of Care Measures,N/A
110109,Hospital Process of Care Measures,44
110111,Hospital Process of Care Measures,57
110112,Hospital Process of Care Measures,56
110113,Hospital Process of Care Measures,N/A
110115,Hospital Process of Care Measures,N/A
110121,Hospital Process of Care Measures,22
110122,Hospital Process of Care Measures,N/A
110124,Hospital Process of Care Measures,20
110125,Hospital Process of Care Measures,N/A
110128,Hospital Process of Care Measures,24
110129,Hospital Process of Care Measures,N/A
110130,Hospital Process of Care Measures,65
110132,Hospital Process of Care Measures,98
110135,Hospital Process of Care Measures,N/A
110142,Hospital Process of Care Measures,66
110143,Hospital Process of Care Measures,N/A
110146,Hospital Process of Care Measures,40
110150,Hospital Process of Care Measures,50
110153,Hospital Process of Care Measures,N/A
110161,Hospital Process of Care Measures,N/A
110163,Hospital Process of Care Measures,N/A
110164,Hospital Process of Care Measures,N/A
110165,Hospital Process of Care Measures,N/A
110168,Hospital Process of Care Measures,N/A
110177,Hospital Process of Care Measures,N/A
110183,Hospital Process of Care Measures,N/A
110184,Hospital Process of Care Measures,N/A
110186,Hospital Process of Care Measures,N/A
110187,Hospital Process of Care Measures,N/A
110189,Hospital Process of Care Measures,33
110190,Hospital Process of Care Measures,N/A
110191,Hospital Process of Care Measures,18
110192,Hospital Process of Care Measures,15
110194,Hospital Process of Care Measures,67
110198,Hospital Process of Care Measures,49
110200,Hospital Process of Care Measures,N/A
110201,Hospital Process of Care Measures,N/A
110203,Hospital Process of Care Measures,N/A
110205,Hospital Process of Care Measures,85
110209,Hospital Process of Care Measures,N/A
110212,Hospital Process of Care Measures,N/A
110215,Hospital Process of Care Measures,19
110219,Hospital Process of Care Measures,42
110225,Hospital Process of Care Measures,72
110226,Hospital Process of Care Measures,N/A
110229,Hospital Process of Care Measures,26
110230,Hospital Process of Care Measures,N/A
111300,Hospital Process of Care Measures,N/A
111305,Hospital Process of Care Measures,N/A
111306,Hospital Process of Care Measures,28
111310,Hospital Process of Care Measures,N/A
111313,Hospital Process of Care Measures,N/A
111315,Hospital Process of Care Measures,N/A
111316,Hospital Process of Care Measures,N/A
111320,Hospital Process of Care Measures,60
111324,Hospital Process of Care Measures,N/A
111325,Hospital Process of Care Measures,N/A
111327,Hospital Process of Care Measures,20
111330,Hospital Process of Care Measures,N/A
111333,Hospital Process of Care Measures,N/A
111335,Hospital Process of Care Measures,53
120001,Hospital Process of Care Measures,N/A
120002,Hospital Process of Care Measures,19
120004,Hospital Process of Care Measures,46
120005,Hospital Process of Care Measures,32
120006,Hospital Process of Care Measures,28
120007,Hospital Process of Care Measures,N/A
120010,Hospital Process of Care Measures,N/A
120014,Hospital Process of Care Measures,33
120019,Hospital Process of Care Measures,22
120022,Hospital Process of Care Measures,N/A
120026,Hospital Process of Care Measures,N/A
120027,Hospital Process of Care Measures,28
120028,Hospital Process of Care Measures,22
130002,Hospital Process of Care Measures,N/A
130003,Hospital Process of Care Measures,42
130006,Hospital Process of Care Measures,N/A
130007,Hospital Process of Care Measures,N/A
130013,Hospital Process of Care Measures,N/A
130014,Hospital Process of Care Measures,N/A
130018,Hospital Process of Care Measures,N/A
130025,Hospital Process of Care Measures,31
130028,Hospital Process of Care Measures,N/A
130049,Hospital Process of Care Measures,N/A
130063,Hospital Process of Care Measures,N/A
130065,Hospital Process of Care Measures,N/A
130066,Hospital Process of Care Measures,N/A
130067,Hospital Process of Care Measures,N/A
131326,Hospital Process of Care Measures,N/A
140001,Hospital Process of Care Measures,N/A
140002,Hospital Process of Care Measures,N/A
140007,Hospital Process of Care Measures,N/A
140008,Hospital Process of Care Measures,N/A
140010,Hospital Process of Care Measures,N/A
140011,Hospital Process of Care Measures,N/A
140012,Hospital Process of Care Measures,23
140013,Hospital Process of Care Measures,N/A
140015,Hospital Process of Care Measures,N/A
140018,Hospital Process of Care Measures,N/A
140019,Hospital Process of Care Measures,44
140026,Hospital Process of Care Measures,41
140029,Hospital Process of Care Measures,N/A
140030,Hospital Process of Care Measures,N/A
140032,Hospital Process of Care Measures,33
140033,Hospital Process of Care Measures,N/A
140034,Hospital Process of Care Measures,N/A
140040,Hospital Process of Care Measures,31
140043,Hospital Process of Care Measures,100
140046,Hospital Process of Care Measures,N/A
140048,Hospital Process of Care Measures,N/A
140049,Hospital Process of Care Measures,N/A
140051,Hospital Process of Care Measures,N/A
140052,Hospital Process of Care Measures,N/A
140053,Hospital Process of Care Measures,N/A
140054,Hospital Process of Care Measures,N/A
140058,Hospital Process of Care Measures,32
140059,Hospital Process of Care Measures,44
140062,Hospital Process of Care Measures,N/A
140063,Hospital Process of Care Measures,N/A
140064,Hospital Process of Care Measures,32
140065,Hospital Process of Care Measures,N/A
140067,Hospital Process of Care Measures,N/A
140068,Hospital Process of Care Measures,N/A
140077,Hospital Process of Care Measures,76
140080,Hospital Process of Care Measures,N/A
140082,Hospital Process of Care Measures,N/A
140083,Hospital Process of Care Measures,36
140084,Hospital Process of Care Measures,N/A
140088,Hospital Process of Care Measures,N/A
140089,Hospital Process of Care Measures,27
140091,Hospital Process of Care Measures,N/A
140093,Hospital Process of Care Measures,51
140095,Hospital Process of Care Measures,95
140100,Hospital Process of Care Measures,N/A
140101,Hospital Process of Care Measures,N/A
140103,Hospital Process of Care Measures,N/A
140110,Hospital Process of Care Measures,21
140113,Hospital Process of Care Measures,N/A
140114,Hospital Process of Care Measures,N/A
140115,Hospital Process of Care Measures,N/A
140116,Hospital Process of Care Measures,N/A
140117,Hospital Process of Care Measures,N/A
140118,Hospital Process of Care Measures,N/A
140119,Hospital Process of Care Measures,N/A
140120,Hospital Process of Care Measures,N/A
140122,Hospital Process of Care Measures,N/A
140124,Hospital Process of Care Measures,N/A
140125,Hospital Process of Care Measures,21
140127,Hospital Process of Care Measures,N/A
140130,Hospital Process of Care Measures,N/A
140133,Hospital Process of Care Measures,N/A
140135,Hospital Process of Care Measures,N/A
140137,Hospital Process of Care Measures,44
140143,Hospital Process of Care Measures,33
140145,Hospital Process of Care Measures,N/A
140147,Hospital Process of Care Measures,31
140148,Hospital Process of Care Measures,N/A
140150,Hospital Process of Care Measures,N/A
140151,Hospital Process of Care Measures,N/A
140155,Hospital Process of Care Measures,N/A
140158,Hospital Process of Care Measures,N/A
140160,Hospital Process of Care Measures,54
140161,Hospital Process of Care Measures,70
140162,Hospital Process of Care Measures,N/A
140164,Hospital Process of Care Measures,N/A
140166,Hospital Process of Care Measures,N/A
140167,Hospital Process of Care Measures,22
140172,Hospital Process of Care Measures,N/A
140174,Hospital Process of Care Measures,N/A
140176,Hospital Process of Care Measures,N/A
140177,Hospital Process of Care Measures,N/A
140179,Hospital Process of Care Measures,N/A
140180,Hospital Process of Care Measures,N/A
140181,Hospital Process of Care Measures,N/A
140182,Hospital Process of Care Measures,N/A
140184,Hospital Process of Care Measures,N/A
140185,Hospital Process of Care Measures,N/A
140186,Hospital Process of Care Measures,N/A
140187,Hospital Process of Care Measures,N/A
140189,Hospital Process of Care Measures,36
140191,Hospital Process of Care Measures,N/A
140197,Hospital Process of Care Measures,N/A
140200,Hospital Process of Care Measures,N/A
140202,Hospital Process of Care Measures,N/A
140206,Hospital Process of Care Measures,N/A
140208,Hospital Process of Care Measures,N/A
140209,Hospital Process of Care Measures,N/A
140210,Hospital Process of Care Measures,N/A
140211,Hospital Process of Care Measures,N/A
140213,Hospital Process of Care Measures,N/A
140217,Hospital Process of Care Measures,N/A
140223,Hospital Process of Care Measures,N/A
140224,Hospital Process of Care Measures,N/A
140228,Hospital Process of Care Measures,N/A
140231,Hospital Process of Care Measures,N/A
140233,Hospital Process of Care Measures,N/A
