Provider Number,Condition,Score
360151,Surgical Care Improvement Project Process of Care Measures,94
390016,Surgical Care Improvement Project Process of Care Measures,94
141304,Pneumonia Process of Care Measures,N/A
14007F,Heart Attack or Chest Pain Process of Care Measures,100
490050,Pneumonia Process of Care Measures,95
450488,Pneumonia Process of Care Measures,N/A
490097,Surgical Care Improvement Project Process of Care Measures,100
271332,Surgical Care Improvement Project Process of Care Measures,100
420054,Heart Attack or Chest Pain Process of Care Measures,5
140184,Heart Attack or Chest Pain Process of Care Measures,N/A
370040,Heart Attack or Chest Pain Process of Care Measures,N/A
450055,Surgical Care Improvement Project Process of Care Measures,100
161302,Pneumonia Process of Care Measures,86
340075,Surgical Care Improvement Project Process of Care Measures,N/A
310021,Surgical Care Improvement Project Process of Care Measures,98
40016,Heart Attack or Chest Pain Process of Care Measures,98
500141,Heart Failure Process of Care Measures,98
191316,Heart Failure Process of Care Measures,99
100006,Pneumonia Process of Care Measures,87
100290,Surgical Care Improvement Project Process of Care Measures,92
160110,Surgical Care Improvement Project Process of Care Measures,100
270023,Surgical Care Improvement Project Process of Care Measures,85
310014,Heart Attack or Chest Pain Process of Care Measures,N/A
140124,Heart Attack or Chest Pain Process of Care Measures,71
531307,Surgical Care Improvement Project Process of Care Measures,100
170109,Heart Attack or Chest Pain Process of Care Measures,100
531309,Heart Failure Process of Care Measures,56
430082,Surgical Care Improvement Project Process of Care Measures,N/A
520034,Heart Attack or Chest Pain Process of Care Measures,100
110198,Heart Failure Process of Care Measures,100
230151,Heart Failure Process of Care Measures,98
60114,Surgical Care Improvement Project Process of Care Measures,96
220017,Heart Attack or Chest Pain Process of Care Measures,100
330004,Surgical Care Improvement Project Process of Care Measures,92
241317,Heart Attack or Chest Pain Process of Care Measures,N/A
190081,Heart Failure Process of Care Measures,100
440048,Heart Attack or Chest Pain Process of Care Measures,23
190053,Surgical Care Improvement Project Process of Care Measures,96
391306,Heart Failure Process of Care Measures,70
110112,Pneumonia Process of Care Measures,100
320084,Pneumonia Process of Care Measures,89
450002,Pneumonia Process of Care Measures,100
190064,Surgical Care Improvement Project Process of Care Measures,100
230133,Surgical Care Improvement Project Process of Care Measures,100
50424,Surgical Care Improvement Project Process of Care Measures,99
20006,Surgical Care Improvement Project Process of Care Measures,82
260096,Surgical Care Improvement Project Process of Care Measures,94
30093,Heart Attack or Chest Pain Process of Care Measures,N/A
24002F,Pneumonia Process of Care Measures,N/A
130018,Pneumonia Process of Care Measures,100
400044,Pneumonia Process of Care Measures,100
150045,Surgical Care Improvement Project Process of Care Measures,93
40085,Surgical Care Improvement Project Process of Care Measures,33
100043,Surgical Care Improvement Project Process of Care Measures,98
450813,Heart Attack or Chest Pain Process of Care Measures,N/A
50100,Heart Attack or Chest Pain Process of Care Measures,100
230197,Pneumonia Process of Care Measures,90
450893,Pneumonia Process of Care Measures,N/A
10001,Heart Failure Process of Care Measures,95
180048,Pneumonia Process of Care Measures,97
30105,Surgical Care Improvement Project Process of Care Measures,99
320014,Surgical Care Improvement Project Process of Care Measures,83
410013,Surgical Care Improvement Project Process of Care Measures,99
490022,Heart Attack or Chest Pain Process of Care Measures,99
520059,Heart Attack or Chest Pain Process of Care Measures,100
390063,Heart Attack or Chest Pain Process of Care Measures,100
240056,Surgical Care Improvement Project Process of Care Measures,100
230013,Surgical Care Improvement Project Process of Care Measures,92
220095,Pneumonia Process of Care Measures,95
51305,Heart Failure Process of Care Measures,100
490122,Heart Failure Process of Care Measures,91
260023,Pneumonia Process of Care Measures,100
460030,Surgical Care Improvement Project Process of Care Measures,92
500072,Surgical Care Improvement Project Process of Care Measures,95
420101,Pneumonia Process of Care Measures,98
30071,Surgical Care Improvement Project Process of Care Measures,86
420101,Heart Attack or Chest Pain Process of Care Measures,N/A
290007,Heart Attack or Chest Pain Process of Care Measures,0
170010,Heart Attack or Chest Pain Process of Care Measures,100
140080,Heart Attack or Chest Pain Process of Care Measures,100
340144,Heart Attack or Chest Pain Process of Care Measures,100
520071,Surgical Care Improvement Project Process of Care Measures,N/A
280077,Heart Attack or Chest Pain Process of Care Measures,100
320004,Heart Attack or Chest Pain Process of Care Measures,67
60022,Pneumonia Process of Care Measures,87
330096,Heart Failure Process of Care Measures,94
400079,Surgical Care Improvement Project Process of Care Measures,44
410012,Surgical Care Improvement Project Process of Care Measures,93
10129,Heart Attack or Chest Pain Process of Care Measures,5
50324,Surgical Care Improvement Project Process of Care Measures,93
170068,Heart Attack or Chest Pain Process of Care Measures,N/A
170103,Heart Failure Process of Care Measures,85
430012,Pneumonia Process of Care Measures,100
400004,Surgical Care Improvement Project Process of Care Measures,88
50038,Surgical Care Improvement Project Process of Care Measures,85
450403,Surgical Care Improvement Project Process of Care Measures,99
390204,Heart Attack or Chest Pain Process of Care Measures,N/A
150168,Heart Attack or Chest Pain Process of Care Measures,N/A
390150,Heart Failure Process of Care Measures,96
450008,Surgical Care Improvement Project Process of Care Measures,N/A
50425,Surgical Care Improvement Project Process of Care Measures,97
50100,Surgical Care Improvement Project Process of Care Measures,100
100228,Surgical Care Improvement Project Process of Care Measures,100
241316,Heart Attack or Chest Pain Process of Care Measures,N/A
460058,Pneumonia Process of Care Measures,100
281338,Heart Attack or Chest Pain Process of Care Measures,N/A
330213,Pneumonia Process of Care Measures,94
60013,Surgical Care Improvement Project Process of Care Measures,96
250095,Surgical Care Improvement Project Process of Care Measures,N/A
110091,Surgical Care Improvement Project Process of Care Measures,86
51311,Surgical Care Improvement Project Process of Care Measures,N/A
450770,Heart Attack or Chest Pain Process of Care Measures,N/A
50158,Heart Attack or Chest Pain Process of Care Measures,N/A
181302,Heart Attack or Chest Pain Process of Care Measures,N/A
50660,Heart Attack or Chest Pain Process of Care Measures,N/A
110050,Pneumonia Process of Care Measures,100
130006,Surgical Care Improvement Project Process of Care Measures,77
241377,Surgical Care Improvement Project Process of Care Measures,93
330232,Surgical Care Improvement Project Process of Care Measures,98
250078,Surgical Care Improvement Project Process of Care Measures,99
250015,Heart Attack or Chest Pain Process of Care Measures,71
390318,Heart Failure Process of Care Measures,N/A
330005,Pneumonia Process of Care Measures,96
390225,Surgical Care Improvement Project Process of Care Measures,N/A
390102,Surgical Care Improvement Project Process of Care Measures,99
360071,Surgical Care Improvement Project Process of Care Measures,97
440065,Surgical Care Improvement Project Process of Care Measures,N/A
140176,Surgical Care Improvement Project Process of Care Measures,88
241330,Surgical Care Improvement Project Process of Care Measures,N/A
30077,Heart Attack or Chest Pain Process of Care Measures,N/A
161319,Heart Attack or Chest Pain Process of Care Measures,N/A
251308,Heart Attack or Chest Pain Process of Care Measures,N/A
190065,Heart Attack or Chest Pain Process of Care Measures,100
320038,Heart Failure Process of Care Measures,81
340123,Surgical Care Improvement Project Process of Care Measures,95
20008,Surgical Care Improvement Project Process of Care Measures,93
330307,Pneumonia Process of Care Measures,91
110113,Surgical Care Improvement Project Process of Care Measures,N/A
260179,Surgical Care Improvement Project Process of Care Measures,92
100255,Heart Attack or Chest Pain Process of Care Measures,88
330151,Heart Attack or Chest Pain Process of Care Measures,72
41329,Heart Failure Process of Care Measures,93
170023,Pneumonia Process of Care Measures,97
50169,Surgical Care Improvement Project Process of Care Measures,79
100040,Heart Attack or Chest Pain Process of Care Measures,99
490032,Heart Attack or Chest Pain Process of Care Measures,98
10057F,Heart Failure Process of Care Measures,98
220088,Pneumonia Process of Care Measures,100
390168,Surgical Care Improvement Project Process of Care Measures,97
520057,Surgical Care Improvement Project Process of Care Measures,92
80004,Heart Attack or Chest Pain Process of Care Measures,91
171340,Surgical Care Improvement Project Process of Care Measures,N/A
260178,Surgical Care Improvement Project Process of Care Measures,98
360019,Surgical Care Improvement Project Process of Care Measures,99
10149,Heart Attack or Chest Pain Process of Care Measures,97
520097,Heart Attack or Chest Pain Process of Care Measures,90
50121,Pneumonia Process of Care Measures,94
70035,Heart Attack or Chest Pain Process of Care Measures,95
351312,Surgical Care Improvement Project Process of Care Measures,N/A
41323,Surgical Care Improvement Project Process of Care Measures,N/A
41317,Heart Failure Process of Care Measures,17
150112,Pneumonia Process of Care Measures,100
140174,Surgical Care Improvement Project Process of Care Measures,85
30043,Surgical Care Improvement Project Process of Care Measures,85
341323,Heart Failure Process of Care Measures,100
500141,Heart Attack or Chest Pain Process of Care Measures,N/A
360095,Heart Failure Process of Care Measures,100
460044,Heart Attack or Chest Pain Process of Care Measures,91
500026,Surgical Care Improvement Project Process of Care Measures,97
301308,Surgical Care Improvement Project Process of Care Measures,N/A
51302,Heart Attack or Chest Pain Process of Care Measures,N/A
281363,Heart Attack or Chest Pain Process of Care Measures,N/A
341313,Surgical Care Improvement Project Process of Care Measures,N/A
490053,Pneumonia Process of Care Measures,84
241300,Heart Attack or Chest Pain Process of Care Measures,N/A
181320,Pneumonia Process of Care Measures,13
450229,Heart Failure Process of Care Measures,99
100288,Surgical Care Improvement Project Process of Care Measures,88
190241,Heart Attack or Chest Pain Process of Care Measures,N/A
330008,Heart Failure Process of Care Measures,100
310074,Pneumonia Process of Care Measures,100
340096,Pneumonia Process of Care Measures,99
281357,Surgical Care Improvement Project Process of Care Measures,N/A
420080,Surgical Care Improvement Project Process of Care Measures,83
220077,Heart Attack or Chest Pain Process of Care Measures,96
14003F,Heart Attack or Chest Pain Process of Care Measures,86
140180,Heart Attack or Chest Pain Process of Care Measures,98
49010F,Pneumonia Process of Care Measures,99
181308,Pneumonia Process of Care Measures,96
370199,Heart Attack or Chest Pain Process of Care Measures,N/A
100234,Pneumonia Process of Care Measures,100
50441,Surgical Care Improvement Project Process of Care Measures,100
301310,Surgical Care Improvement Project Process of Care Measures,88
